filename:,for_count,for_with_cond_count,nested_for_count,while_count,while_with_cond_count,stmts_inside_loop,total_stmts
quantlib-master/QuantLibAddin/Addins/Calc_old/calcutils.cpp,10,0,5,0,0,42,170
quantlib-master/QuantLibAddin/Addins/Calc_old/qladdin.cpp,0,0,0,0,0,0,63
quantlib-master/QuantLibAddin/Addins/Calc_old/session.cpp,0,0,0,0,0,0,3
quantlib-master/QuantLibAddin/Addins/Calc/init.cpp,0,0,0,0,0,0,9
quantlib-master/QuantLibAddin/Addins/Calc/conversions.cpp,16,0,10,0,0,65,412
quantlib-master/QuantLibAddin/Addins/Calc/credit_fix.cpp,0,0,0,0,0,0,207
quantlib-master/QuantLibAddin/Addins/Calc/calcutils.cpp,10,0,5,0,0,42,212
quantlib-master/QuantLibAddin/Addins/Calc/qladdin.cpp,1,0,1,0,0,5,52
quantlib-master/QuantLibAddin/Addins/Calc/termstructures_fix.cpp,0,0,0,0,0,0,184
quantlib-master/QuantLibAddin/Addins/Calc/calcaddins.cpp,1,0,1,0,0,5,52
quantlib-master/QuantLibAddin/Addins/Calc/handles.cpp,0,0,0,0,0,0,23
quantlib-master/QuantLibAddin/Addins/Calc/piecewiseyieldcurve_fix.cpp,0,0,0,0,0,0,45
quantlib-master/QuantLibAddin/Addins/Cpp/init.cpp,0,0,0,0,0,0,9
quantlib-master/QuantLibAddin/Addins/C/varies.cpp,0,0,0,0,0,0,5
quantlib-master/QuantLibAddin/Addins/C/conversions.cpp,0,0,0,0,0,0,3
quantlib-master/QuantLib/Docs/Examples/history_iterators.cpp,1,0,0,0,0,1,11
quantlib-master/QuantLib/Docs/Examples/tracing_example.cpp,0,0,0,0,0,0,22
quantlib-master/QuantLib/test-suite/inflationcapfloor.cpp,4,2,2,0,0,50,171
quantlib-master/QuantLib/test-suite/marketmodel_smmcapletcalibration.cpp,9,2,0,0,0,18,131
quantlib-master/QuantLib/test-suite/volatilitymodels.cpp,0,0,0,0,0,0,18
quantlib-master/QuantLib/test-suite/utilities.cpp,0,0,0,0,0,0,29
quantlib-master/QuantLib/test-suite/inflationcapflooredcoupon.cpp,4,1,1,0,0,25,257
quantlib-master/QuantLib/test-suite/libormarketmodel.cpp,8,4,4,0,0,58,176
quantlib-master/QuantLib/test-suite/tracing.cpp,0,0,0,0,0,0,24
quantlib-master/QuantLib/test-suite/vpp.cpp,11,4,5,1,0,100,390
quantlib-master/QuantLib/test-suite/linearleastsquaresregression.cpp,8,5,2,0,0,30,82
quantlib-master/QuantLib/test-suite/covariance.cpp,8,5,7,0,0,33,115
quantlib-master/QuantLib/test-suite/mclongstaffschwartzengine.cpp,4,2,1,0,0,23,96
quantlib-master/QuantLib/test-suite/bermudanswaption.cpp,2,0,0,0,0,3,94
quantlib-master/QuantLib/test-suite/termstructures.cpp,5,1,0,0,0,5,141
quantlib-master/QuantLib/test-suite/varianceoption.cpp,0,0,0,0,0,0,51
quantlib-master/QuantLib/test-suite/capfloor.cpp,6,6,6,0,0,102,210
quantlib-master/QuantLib/test-suite/rangeaccrual.cpp,7,3,6,0,0,43,1288
quantlib-master/QuantLib/test-suite/marketmodel_cms.cpp,11,1,1,0,0,42,188
quantlib-master/QuantLib/test-suite/inflationvolatility.cpp,13,0,2,0,0,22,160
quantlib-master/QuantLib/test-suite/varianceswaps.cpp,2,2,1,0,0,53,112
quantlib-master/QuantLib/test-suite/blackdeltacalculator.cpp,4,4,0,0,0,151,271
quantlib-master/QuantLib/test-suite/distributions.cpp,12,9,5,0,0,73,170
quantlib-master/QuantLib/test-suite/tqreigendecomposition.cpp,2,2,0,0,0,6,36
quantlib-master/QuantLib/test-suite/marketmodel.cpp,67,27,23,0,0,1195,1789
quantlib-master/QuantLib/test-suite/marketmodel_smmcapletalphacalibration.cpp,9,2,0,0,0,18,135
quantlib-master/QuantLib/test-suite/blackformula.cpp,2,2,1,0,0,16,42
quantlib-master/QuantLib/test-suite/functions.cpp,5,5,0,2,2,56,85
quantlib-master/QuantLib/test-suite/forwardoption.cpp,3,3,1,0,0,98,224
quantlib-master/QuantLib/test-suite/asianoptions.cpp,12,6,4,0,0,230,557
quantlib-master/QuantLib/test-suite/defaultprobabilitycurves.cpp,6,4,0,0,0,40,167
quantlib-master/QuantLib/test-suite/schedule.cpp,3,1,0,0,0,3,94
quantlib-master/QuantLib/test-suite/rounding.cpp,5,5,0,0,0,25,51
quantlib-master/QuantLib/test-suite/commodityunitofmeasure.cpp,0,0,0,0,0,0,28
quantlib-master/QuantLib/test-suite/bonds.cpp,8,6,4,0,0,95,439
quantlib-master/QuantLib/test-suite/autocovariances.cpp,0,0,0,0,0,0,36
quantlib-master/QuantLib/test-suite/transformedgrid.cpp,0,0,0,0,0,0,16
quantlib-master/QuantLib/test-suite/capflooredcoupon.cpp,0,0,0,0,0,0,197
quantlib-master/QuantLib/test-suite/gjrgarchmodel.cpp,5,1,2,0,0,30,162
quantlib-master/QuantLib/test-suite/doublebarrieroption.cpp,2,2,0,0,0,62,132
quantlib-master/QuantLib/test-suite/rngtraits.cpp,3,0,0,0,0,3,34
quantlib-master/QuantLib/test-suite/inflationcpiswap.cpp,8,3,0,0,0,22,198
quantlib-master/QuantLib/test-suite/mersennetwister.cpp,5,2,0,0,0,7,29
quantlib-master/QuantLib/test-suite/inflationcpibond.cpp,2,0,0,0,0,5,71
quantlib-master/QuantLib/test-suite/extendedtrees.cpp,1,1,1,0,0,35,161
quantlib-master/QuantLib/test-suite/timeseries.cpp,2,1,0,0,0,2,76
quantlib-master/QuantLib/test-suite/riskstats.cpp,1,1,1,0,0,149,167
quantlib-master/QuantLib/test-suite/inflationcpicapfloor.cpp,11,0,4,0,0,28,148
quantlib-master/QuantLib/test-suite/marketmodel_smmcaplethomocalibration.cpp,14,4,0,0,0,29,237
quantlib-master/QuantLib/test-suite/twoassetcorrelationoption.cpp,0,0,0,0,0,0,33
quantlib-master/QuantLib/test-suite/interestrates.cpp,1,1,0,0,0,28,53
quantlib-master/QuantLib/test-suite/operators.cpp,11,8,0,0,0,14,90
quantlib-master/QuantLib/test-suite/basketoption.cpp,5,4,2,0,0,116,307
quantlib-master/QuantLib/test-suite/everestoption.cpp,0,0,0,0,0,0,55
quantlib-master/QuantLib/test-suite/ode.cpp,2,2,1,1,1,34,89
quantlib-master/QuantLib/test-suite/noarbsabr.cpp,0,0,0,1,1,10,55
quantlib-master/QuantLib/test-suite/period.cpp,0,0,0,0,0,0,46
quantlib-master/QuantLib/test-suite/marketmodel_smm.cpp,11,1,1,0,0,43,187
quantlib-master/QuantLib/test-suite/inflation.cpp,18,7,2,0,0,69,286
quantlib-master/QuantLib/test-suite/gsr.cpp,2,0,0,7,0,2,111
quantlib-master/QuantLib/test-suite/cdsoption.cpp,0,0,0,0,0,0,43
quantlib-master/QuantLib/test-suite/cms.cpp,7,4,3,0,0,54,225
quantlib-master/QuantLib/test-suite/piecewisezerospreadedtermstructure.cpp,1,0,0,0,0,2,235
quantlib-master/QuantLib/test-suite/pagodaoption.cpp,1,0,0,0,0,1,54
quantlib-master/QuantLib/test-suite/cliquetoption.cpp,2,2,2,0,0,103,193
quantlib-master/QuantLib/test-suite/partialtimebarrieroption.cpp,1,1,0,0,0,10,42
quantlib-master/QuantLib/test-suite/chooseroption.cpp,0,0,0,0,0,0,58
quantlib-master/QuantLib/test-suite/doublebinaryoption.cpp,1,1,0,0,0,25,57
quantlib-master/QuantLib/test-suite/swaptionvolatilitycube.cpp,9,5,5,0,0,50,131
quantlib-master/QuantLib/test-suite/quantlibtestsuite.cpp,0,0,0,0,0,0,168
quantlib-master/QuantLib/test-suite/swaption.cpp,6,6,6,0,0,172,260
quantlib-master/QuantLib/test-suite/compoundoption.cpp,2,2,0,0,0,61,115
quantlib-master/QuantLib/test-suite/hestonmodel.cpp,19,9,7,0,0,148,635
quantlib-master/QuantLib/test-suite/cdo.cpp,2,1,1,0,0,101,155
quantlib-master/QuantLib/test-suite/businessdayconventions.cpp,1,0,0,0,0,3,21
quantlib-master/QuantLib/test-suite/spreadoption.cpp,1,1,0,0,0,25,47
quantlib-master/QuantLib/test-suite/americanoption.cpp,5,5,1,0,0,102,200
quantlib-master/QuantLib/test-suite/barrieroption.cpp,6,4,0,0,0,99,310
quantlib-master/QuantLib/test-suite/quantlibbenchmark.cpp,0,0,0,1,0,5,73
quantlib-master/QuantLib/test-suite/gaussianquadratures.cpp,1,1,0,0,0,3,58
quantlib-master/QuantLib/test-suite/zabr.cpp,0,0,0,1,1,10,31
quantlib-master/QuantLib/test-suite/amortizingbond.cpp,1,1,1,0,0,12,25
quantlib-master/QuantLib/test-suite/cashflows.cpp,1,0,0,1,0,1,113
quantlib-master/QuantLib/test-suite/daycounters.cpp,7,7,2,0,0,23,152
quantlib-master/QuantLib/test-suite/piecewiseyieldcurve.cpp,29,13,0,0,0,100,336
quantlib-master/QuantLib/test-suite/interpolations.cpp,34,25,11,1,1,242,773
quantlib-master/QuantLib/test-suite/money.cpp,0,0,0,0,0,0,55
quantlib-master/QuantLib/test-suite/hybridhestonhullwhiteprocess.cpp,23,12,13,0,0,224,591
quantlib-master/QuantLib/test-suite/margrabeoption.cpp,3,3,3,0,0,149,260
quantlib-master/QuantLib/test-suite/numericaldifferentiation.cpp,5,0,2,0,0,31,116
quantlib-master/QuantLib/test-suite/binaryoption.cpp,2,2,0,0,0,28,78
quantlib-master/QuantLib/test-suite/dates.cpp,2,2,0,2,2,41,95
quantlib-master/QuantLib/test-suite/creditdefaultswap.cpp,2,1,0,0,0,21,250
quantlib-master/QuantLib/test-suite/stats.cpp,9,7,0,0,0,10,115
quantlib-master/QuantLib/test-suite/twoassetbarrieroption.cpp,1,1,0,0,0,16,61
quantlib-master/QuantLib/test-suite/optimizers.cpp,9,2,1,0,0,35,212
quantlib-master/QuantLib/test-suite/calendars.cpp,17,17,0,1,1,28,680
quantlib-master/QuantLib/test-suite/fdheston.cpp,17,10,2,0,0,134,474
quantlib-master/QuantLib/test-suite/variancegamma.cpp,1,1,1,0,0,31,59
quantlib-master/QuantLib/test-suite/swapforwardmappings.cpp,9,3,1,0,0,69,180
quantlib-master/QuantLib/test-suite/assetswap.cpp,0,0,0,0,0,0,1225
quantlib-master/QuantLib/test-suite/quotes.cpp,2,2,0,0,0,6,96
quantlib-master/QuantLib/test-suite/digitalcoupon.cpp,8,8,4,0,0,350,453
quantlib-master/QuantLib/test-suite/optionletstripper.cpp,9,4,4,0,0,33,215
quantlib-master/QuantLib/test-suite/himalayaoption.cpp,1,0,0,0,0,1,53
quantlib-master/QuantLib/test-suite/exchangerate.cpp,0,0,0,0,0,0,155
quantlib-master/QuantLib/test-suite/overnightindexedswap.cpp,8,5,2,0,0,44,151
quantlib-master/QuantLib/test-suite/extensibleoptions.cpp,0,0,0,0,0,0,64
quantlib-master/QuantLib/test-suite/convertiblebonds.cpp,0,0,0,0,0,0,168
quantlib-master/QuantLib/test-suite/matrices.cpp,11,8,7,0,0,103,211
quantlib-master/QuantLib/test-suite/array.cpp,11,9,0,0,0,15,67
quantlib-master/QuantLib/test-suite/jumpdiffusion.cpp,2,2,1,0,0,100,175
quantlib-master/QuantLib/test-suite/swaptionvolatilitymatrix.cpp,2,2,1,0,0,33,102
quantlib-master/QuantLib/test-suite/garch.cpp,2,0,0,0,0,4,86
quantlib-master/QuantLib/test-suite/curvestates.cpp,9,1,0,0,0,12,91
quantlib-master/QuantLib/test-suite/integrals.cpp,1,1,0,0,0,5,89
quantlib-master/QuantLib/test-suite/shortratemodels.cpp,4,1,1,0,0,29,161
quantlib-master/QuantLib/test-suite/nthtodefault.cpp,13,0,1,0,0,33,140
quantlib-master/QuantLib/test-suite/dividendoption.cpp,9,7,6,0,0,259,482
quantlib-master/QuantLib/test-suite/swingoption.cpp,8,3,3,2,0,72,198
quantlib-master/QuantLib/test-suite/quantooption.cpp,7,7,2,0,0,287,537
quantlib-master/QuantLib/test-suite/creditriskplus.cpp,0,0,0,0,0,0,44
quantlib-master/QuantLib/test-suite/swap.cpp,4,4,4,0,0,24,123
quantlib-master/QuantLib/test-suite/batesmodel.cpp,6,3,2,0,0,49,194
quantlib-master/QuantLib/test-suite/solvers.cpp,3,3,0,0,0,8,78
quantlib-master/QuantLib/test-suite/libormarketmodelprocess.cpp,7,5,3,0,0,50,126
quantlib-master/QuantLib/test-suite/markovfunctional.cpp,35,14,10,5,5,141,605
quantlib-master/QuantLib/test-suite/fdmlinearop.cpp,26,16,6,0,0,162,616
quantlib-master/QuantLib/test-suite/sampledcurve.cpp,1,1,0,0,0,4,31
quantlib-master/QuantLib/test-suite/fastfouriertransform.cpp,2,1,0,0,0,3,42
quantlib-master/QuantLib/test-suite/catbonds.cpp,1,0,1,0,0,7,308
quantlib-master/QuantLib/test-suite/europeanoption.cpp,8,6,5,0,0,206,709
quantlib-master/QuantLib/test-suite/instruments.cpp,0,0,0,0,0,0,30
quantlib-master/QuantLib/test-suite/brownianbridge.cpp,4,0,1,2,0,20,129
quantlib-master/QuantLib/test-suite/lowdiscrepancysequences.cpp,17,14,6,1,1,97,362
quantlib-master/QuantLib/test-suite/lookbackoptions.cpp,4,4,0,0,0,62,132
quantlib-master/QuantLib/test-suite/pathgenerator.cpp,6,2,0,0,0,8,108
quantlib-master/QuantLib/test-suite/digitaloption.cpp,9,9,1,0,0,184,339
quantlib-master/QuantLib/ql/termstructure.cpp,0,0,0,0,0,0,14
quantlib-master/QuantLib/ql/prices.cpp,1,0,0,0,0,2,48
quantlib-master/QuantLib/ql/rebatedexercise.cpp,0,0,0,0,0,0,5
quantlib-master/QuantLib/ql/errors.cpp,0,0,0,0,0,0,17
quantlib-master/QuantLib/ql/event.cpp,0,0,0,0,0,0,10
quantlib-master/QuantLib/ql/discretizedasset.cpp,1,1,0,0,0,2,13
quantlib-master/QuantLib/ql/interestrate.cpp,0,0,0,0,0,0,44
quantlib-master/QuantLib/ql/position.cpp,0,0,0,0,0,0,6
quantlib-master/QuantLib/ql/exercise.cpp,0,0,0,0,0,0,14
quantlib-master/QuantLib/ql/settings.cpp,0,0,0,0,0,0,10
quantlib-master/QuantLib/ql/money.cpp,0,0,0,0,0,0,92
quantlib-master/QuantLib/ql/currency.cpp,0,0,0,0,0,0,5
quantlib-master/QuantLib/ql/exchangerate.cpp,0,0,0,0,0,0,27
quantlib-master/QuantLib/ql/stochasticprocess.cpp,0,0,0,0,0,0,16
quantlib-master/QuantLib/ql/cashflow.cpp,0,0,0,0,0,0,17
quantlib-master/QuantLib/ql/timegrid.cpp,1,0,0,0,0,1,28
quantlib-master/QuantLib/ql/index.cpp,0,0,0,0,0,0,12
quantlib-master/QuantLib/ql/currencies/exchangeratemanager.cpp,1,1,0,0,0,5,53
quantlib-master/QuantLib/ql/currencies/africa.cpp,0,0,0,0,0,0,6
quantlib-master/QuantLib/ql/currencies/asia.cpp,0,0,0,0,0,0,60
quantlib-master/QuantLib/ql/currencies/europe.cpp,0,0,0,0,0,0,111
quantlib-master/QuantLib/ql/currencies/america.cpp,0,0,0,0,0,0,39
quantlib-master/QuantLib/ql/currencies/oceania.cpp,0,0,0,0,0,0,9
quantlib-master/QuantLib/ql/experimental/commodities/energyfuture.cpp,1,0,0,0,0,2,33
quantlib-master/QuantLib/ql/experimental/commodities/commoditycurve.cpp,3,0,0,0,0,5,26
quantlib-master/QuantLib/ql/experimental/commodities/commodityunitcost.cpp,0,0,0,0,0,0,5
quantlib-master/QuantLib/ql/experimental/commodities/dateinterval.cpp,0,0,0,0,0,0,5
quantlib-master/QuantLib/ql/experimental/commodities/quantity.cpp,0,0,0,0,0,0,90
quantlib-master/QuantLib/ql/experimental/commodities/commodityindex.cpp,0,0,0,0,0,0,12
quantlib-master/QuantLib/ql/experimental/commodities/energybasisswap.cpp,0,0,0,0,0,0,104
quantlib-master/QuantLib/ql/experimental/commodities/commodity.cpp,0,0,0,0,0,0,33
quantlib-master/QuantLib/ql/experimental/commodities/energyswap.cpp,0,0,0,0,0,0,11
quantlib-master/QuantLib/ql/experimental/commodities/energyvanillaswap.cpp,0,0,0,0,0,0,86
quantlib-master/QuantLib/ql/experimental/commodities/commoditysettings.cpp,0,0,0,0,0,0,5
quantlib-master/QuantLib/ql/experimental/commodities/commoditycashflow.cpp,0,0,0,0,0,0,20
quantlib-master/QuantLib/ql/experimental/commodities/energycommodity.cpp,0,0,0,0,0,0,40
quantlib-master/QuantLib/ql/experimental/commodities/unitofmeasureconversion.cpp,0,0,0,0,0,0,32
quantlib-master/QuantLib/ql/experimental/commodities/unitofmeasureconversionmanager.cpp,0,0,0,0,0,0,44
quantlib-master/QuantLib/ql/experimental/commodities/commoditypricinghelpers.cpp,2,0,0,0,0,9,16
quantlib-master/QuantLib/ql/experimental/commodities/unitofmeasure.cpp,0,0,0,0,0,0,10
quantlib-master/QuantLib/ql/experimental/commodities/paymentterm.cpp,0,0,0,0,0,0,10
quantlib-master/QuantLib/ql/experimental/commodities/commoditytype.cpp,0,0,0,0,0,0,10
quantlib-master/QuantLib/ql/experimental/variancegamma/variancegammaprocess.cpp,0,0,0,0,0,0,12
quantlib-master/QuantLib/ql/experimental/variancegamma/analyticvariancegammaengine.cpp,0,0,0,0,0,0,37
quantlib-master/QuantLib/ql/experimental/variancegamma/fftvariancegammaengine.cpp,0,0,0,0,0,0,23
quantlib-master/QuantLib/ql/experimental/variancegamma/variancegammamodel.cpp,0,0,0,0,0,0,11
quantlib-master/QuantLib/ql/experimental/variancegamma/fftvanillaengine.cpp,0,0,0,0,0,0,23
quantlib-master/QuantLib/ql/experimental/variancegamma/fftengine.cpp,1,1,1,0,0,41,76
quantlib-master/QuantLib/ql/experimental/swaptions/irregularswap.cpp,4,0,0,0,0,16,85
quantlib-master/QuantLib/ql/experimental/swaptions/irregularswaption.cpp,0,0,0,0,0,0,46
quantlib-master/QuantLib/ql/experimental/swaptions/haganirregularswaptionengine.cpp,7,3,2,0,0,39,97
quantlib-master/QuantLib/ql/experimental/exoticoptions/analyticwriterextensibleoptionengine.cpp,0,0,0,0,0,0,37
quantlib-master/QuantLib/ql/experimental/exoticoptions/analyticpartialtimebarrieroptionengine.cpp,0,0,0,0,0,0,143
quantlib-master/QuantLib/ql/experimental/exoticoptions/analyticamericanmargrabeengine.cpp,0,0,0,0,0,0,33
quantlib-master/QuantLib/ql/experimental/exoticoptions/kirkspreadoptionengine.cpp,0,0,0,0,0,0,30
quantlib-master/QuantLib/ql/experimental/exoticoptions/analyticcomplexchooserengine.cpp,0,0,0,1,0,9,85
